Bifidobacterium longum
Bifidobacterium breve
Bifidobacterium adolescentis
Bifidobacterium bifidum
Bifidobacterium pseudolongum
Bifidobacterium thermacidophilum
Bifidobacterium animalis
Clostridium neonatale
Clostridium perfringens
Clostridium butyricum
