0,0,0,2134,0,0,0,0,0,0,0,0,0
0,10,0,33,0,9,0,0,0,0,0,0,0
0,0,0,7998,0,6,2903,0,0,0,0,0,0
0,0,0,0,0,0,30,0,0,0,0,0,0
39,0,0,0,3636,0,0,0,0,35,0,0,0
0,0,0,0,0,0,0,0,0,42,0,356,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,839,0,0,0,0,0,0
0,0,0,0,0,0,283,0,0,55,0,0,0
0,0,0,116,0,0,77,8,0,0,0,0,0
0,0,0,3221,1076,0,29,0,0,0,0,0,0
0,0,12,0,37,2347,26,0,0,0,0,54,0
0,0,0,0,248,0,0,0,0,0,0,24,0
0,0,19,3116,12,0,3,0,0,0,0,0,0
0,0,0,30565,0,0,0,0,63,0,0,0,0
0,0,6,0,0,871,0,0,0,0,0,0,0
0,0,0,14632,51,0,0,0,0,0,20,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7962,0
0,0,0,0,0,0,9,0,0,0,0,0,0
0,0,0,0,0,0,11,11,0,0,0,0,0
0,0,5,0,0,46,0,39,0,0,0,0,0
0,0,0,0,0,0,7,0,53,0,0,0,0
0,0,0,0,0,0,263,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,102,0,0,19,0,0,0
0,0,2,0,135,117,23,307,0,96,0,17443,0
0,0,0,0,158,4,0,0,0,0,0,0,0
0,0,0,17841,0,0,1195,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,32
0,0,64,0,4015,78,0,0,0,0,0,0,0
0,0,0,0,0,261,2834,0,0,0,0,0,0
0,0,2,0,0,0,13,99,0,0,0,0,0
0,761,0,0,0,32,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,92,0,65,0,0,0
0,0,0,0,0,177,0,0,0,293,0,0,0
